Material,Material Description,Plant,Storage Location,Movement Type,Posting Date,Qty in Un. of Entry,Unit of Entry,Movement Type Text,Document Date,Qty in OPUn,Order Price Unit,Order Unit,Qty in order unit,Entry Date,Amount in LC,Purchase Order,Movement indicator,Base Unit of Measure,Quantity,Material Doc. Year,Debit/Credit ind,Trans./Event Type,Material Type,Vendor Code
31030416,"PROD,COL,CP,PA1G,2X50MM, 057179",8110,QCCN,101,2022-03-12,2,NO,GR goods receipt,2022-03-09,2,NO,NO,2,2022-03-12,69383,4400063973.0,B,NO,2,2022,S,WE,ZCON,50197.0
31030416,"PROD,COL,CP,PA1G,2X50MM, 057179",8310,RD01,101,2022-02-09,2,NO,GR goods receipt,2022-02-05,2,NO,NO,2,2022-02-09,65567,4400062592.0,B,NO,2,2022,S,WE,ZCON,54889.0
31030442,"PU CONNECTORS ,1/4TH BSP TO 6MM,8MM,",8110,EQSP,101,2022-01-05,50,NO,GR goods receipt,2022-01-04,50,NO,NO,50,2022-01-05,3825,4400061096.0,B,NO,50,2022,S,WE,ZCON,52830.0
31030516,SS 316L ADTS RODS.,8110,PRCN,101,2021-05-13,60,NO,GR goods receipt,2021-05-13,60,NO,NO,60,2021-05-13,288000,4400049272.0,B,NO,60,2021,S,WE,ZCON,52486.0
31030557,PVC BALL VALVE PLAIN 63MM,8110,GEN,101,2021-12-11,2,NO,GR goods receipt,2021-12-10,2,NO,NO,2,2021-12-11,1830,4400059880.0,B,NO,2,2021,S,WE,ZCON,56426.0
31030557,PVC BALL VALVE PLAIN 63MM,8110,GEN,101,2021-07-10,2,NO,GR goods receipt,2021-07-09,2,NO,NO,2,2021-07-10,2000,4400053958.0,B,NO,2,2021,S,WE,ZCON,56426.0
31030557,PVC BALL VALVE PLAIN 63MM,8110,GEN,101,2021-07-10,1,NO,GR goods receipt,2021-07-09,1,NO,NO,1,2021-07-10,1000,4400053958.0,B,NO,1,2021,S,WE,ZCON,56426.0
31030557,PVC BALL VALVE PLAIN 63MM,8110,GEN,101,2021-05-04,1,NO,GR goods receipt,2021-04-29,1,NO,NO,1,2021-05-04,1000,4400051224.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030558,PVC FITTING ASSERIES MAKE SUPREM/ FINOLE,8110,GEN,101,2021-12-11,1,NO,GR goods receipt,2021-12-10,1,NO,NO,1,2021-12-11,2200,4400059880.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030558,PVC FITTING ASSERIES MAKE SUPREM/ FINOLE,8110,GEN,101,2021-07-10,1,NO,GR goods receipt,2021-07-09,1,NO,NO,1,2021-07-10,8960,4400053958.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030558,PVC FITTING ASSERIES MAKE SUPREM/ FINOLE,8110,GEN,101,2021-05-04,1,NO,GR goods receipt,2021-04-29,1,NO,NO,1,2021-05-04,3920,4400051224.0,B,NO,1,2021,S,WE,ZCON,52830.0
31030559,HDPE SERVICE SADDLE OF VARYING SIXES - M,8110,GEN,101,2021-12-11,60,NO,GR goods receipt,2021-12-10,60,NO,NO,60,2021-12-11,11616,4400059880.0,B,NO,60,2021,S,WE,ZCON,52036.0
31030559,HDPE SERVICE SADDLE OF VARYING SIXES - M,8110,GEN,101,2021-07-10,50,NO,GR goods receipt,2021-07-09,50,NO,NO,50,2021-07-10,10200,4400053958.0,B,NO,50,2021,S,WE,ZCON,52036.0
31030559,HDPE SERVICE SADDLE OF VARYING SIXES - M,8110,GEN,101,2021-07-10,90,NO,GR goods receipt,2021-07-09,90,NO,NO,90,2021-07-10,18360,4400053958.0,B,NO,90,2021,S,WE,ZCON,52427.0
31030559,HDPE SERVICE SADDLE OF VARYING SIXES - M,8110,GEN,101,2021-05-04,25,NO,GR goods receipt,2021-04-29,25,NO,NO,25,2021-05-04,5100,4400051224.0,B,NO,25,2021,S,WE,ZCON,52486.0
31030560,"1"" AIR RELEASE VALVE - HARITH MAKE",8110,GEN,101,2021-05-04,1,NO,GR goods receipt,2021-04-29,1,NO,NO,1,2021-05-04,933,4400051224.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030561,"12"" RECTANGULAR VALVE BOX - RAINBIRD MAK",8110,GEN,101,2021-07-10,2,NO,GR goods receipt,2021-07-09,2,NO,NO,2,2021-07-10,4720,4400053958.0,B,NO,2,2021,S,WE,ZCON,52486.0
31030561,"12"" RECTANGULAR VALVE BOX - RAINBIRD MAK",8110,GEN,101,2021-07-10,1,NO,GR goods receipt,2021-07-09,1,NO,NO,1,2021-07-10,2360,4400053958.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030561,"12"" RECTANGULAR VALVE BOX - RAINBIRD MAK",8110,GEN,101,2021-05-04,1,NO,GR goods receipt,2021-04-29,1,NO,NO,1,2021-05-04,2360,4400051224.0,B,NO,1,2021,S,WE,ZCON,52830.0
31030563,"10"" ROUND VALVE BOX - MAKE RAINBIRD",8110,GEN,101,2021-05-04,5,NO,GR goods receipt,2021-04-29,5,NO,NO,5,2021-05-04,6240,4400051224.0,B,NO,5,2021,S,WE,ZCON,52486.0
31030580,"COMPRESSED AIR FILTER CARTRIDGE,MOC - PT",8110,BOIS,101,2021-08-06,2,NO,GR goods receipt,2021-08-03,2,NO,NO,2,2021-08-06,24000,4400054578.0,B,NO,2,2021,S,WE,ZCON,52486.0
31030582,"COMPRESSED AIR FILTER CARTRIDGE,MOC - PT",8110,BOIS,101,2021-08-06,10,NO,GR goods receipt,2021-08-03,10,NO,NO,10,2021-08-06,108000,4400054578.0,B,NO,10,2021,S,WE,ZCON,52486.0
31030586,"STEAM TRAP 1.5""  MK93 JORDAN",8110,EQSP,101,2022-02-21,4,NO,GR goods receipt,2022-02-18,4,NO,NO,4,2022-02-21,66674,4400063287.0,B,NO,4,2022,S,WE,ZCON,53657.0
31030586,"STEAM TRAP 1.5""  MK93 JORDAN",8110,EQSP,101,2021-11-20,2,NO,GR goods receipt,2021-11-17,2,NO,NO,2,2021-11-20,33337,4400059280.0,B,NO,2,2021,S,WE,ZCON,52495.0
31030586,"STEAM TRAP 1.5""  MK93 JORDAN",8110,EQSP,101,2021-07-05,1,NO,GR goods receipt,2021-07-03,1,NO,NO,1,2021-07-05,27455,4400051539.0,B,NO,1,2021,S,WE,ZCON,55331.0
31030586,"STEAM TRAP 1.5""  MK93 JORDAN",8110,EQSP,101,2021-04-28,5,NO,GR goods receipt,2021-04-26,5,NO,NO,5,2021-04-28,137275,4400051539.0,B,NO,5,2021,S,WE,ZCON,58228.0
31030612,VGA CABLE FOR BMS & EMS (10MTRS),8110,INSP,101,2021-07-26,4,NO,GR goods receipt,2021-07-22,4,NO,NO,4,2021-07-26,3600,4400054759.0,B,NO,4,2021,S,WE,ZCON,52036.0
31030612,VGA CABLE FOR BMS & EMS (10MTRS),8110,INSP,101,2021-05-10,5,NO,GR goods receipt,2021-05-10,5,NO,NO,5,2021-05-10,4500,4400052176.0,B,NO,5,2021,S,WE,ZCON,52830.0
31030642,MECHANICAL GATE LOCKS.,8110,ELSP,101,2021-05-05,2,NO,GR goods receipt,2021-05-05,2,NO,NO,2,2021-05-05,11000,4400050132.0,B,NO,2,2021,S,WE,ZCON,52486.0
31030776,"1/4"" MNPT TO 6 MM PU CONNECTOR",8110,EQSP,101,2022-01-05,50,NO,GR goods receipt,2022-01-04,50,NO,NO,50,2022-01-05,3825,4400061096.0,B,NO,50,2022,S,WE,ZCON,53010.0
31030776,"1/4"" MNPT TO 6 MM PU CONNECTOR",8110,UTL,101,2021-10-16,20,NO,GR goods receipt,2021-10-08,20,NO,NO,20,2021-10-16,1530,4400058288.0,B,NO,20,2021,S,WE,ZCON,50920.0
31030922,"DIAPHRAGM,TYPE:EPDM,SIZE:DN40,S/E,MAKE:L",8110,EQSP,101,2021-12-21,25,NO,GR goods receipt,2021-12-20,25,NO,NO,25,2021-12-21,10500,4400058600.0,B,NO,25,2021,S,WE,ZCON,53657.0
31030967,CONICAL FLASK 1000ML WITH SCREWCAP(BOROS,8110,PRCN,101,2021-07-29,10,NO,GR goods receipt,2021-07-28,10,NO,NO,10,2021-07-29,5810,4400053177.0,B,NO,10,2021,S,WE,ZCON,52830.0
31030967,CONICAL FLASK 1000ML WITH SCREWCAP(BOROS,8110,PRCN,101,2021-07-29,50,NO,GR goods receipt,2021-07-28,50,NO,NO,50,2021-07-29,29050,4400053177.0,B,NO,50,2021,S,WE,ZCON,53646.0
31030967,CONICAL FLASK 1000ML WITH SCREWCAP(BOROS,8110,QCCN,101,2021-07-29,50,NO,GR goods receipt,2021-07-28,50,NO,NO,50,2021-07-29,29050,4400053177.0,B,NO,50,2021,S,WE,ZCON,59105.0
31030981,LINE 3 SEALING BLADE 3ML PART NO V55043,8110,EQSP,101,2021-07-22,1,NO,GR goods receipt,2021-07-07,1,NO,NO,1,2021-07-22,53259,4700003050.0,B,NO,1,2021,S,WE,ZCON,52486.0
31030982,LINE 3 SEALING BLADE 5ML PART NO V55044,8110,EQSP,101,2021-07-22,1,NO,GR goods receipt,2021-07-07,1,NO,NO,1,2021-07-22,53259,4700003050.0,B,NO,1,2021,S,WE,ZCON,52036.0
31030992,"BALL , PART NO : 95319015010, MAKE: INKA",8110,UTL,101,2021-09-21,6,NO,GR goods receipt,2021-09-07,6,NO,NO,6,2021-09-21,21526,4700003903.0,B,NO,6,2021,S,WE,ZCON,56493.0
31030993,"PASSAGE HEAD , PART NO : 95134877200, MA",8110,UTL,101,2021-09-21,4,NO,GR goods receipt,2021-09-07,4,NO,NO,4,2021-09-21,101474,4700003903.0,B,NO,4,2021,S,WE,ZCON,56493.0
31031011,"1"" SS316 SHORT BENDS SH40",8110,EQSP,101,2021-11-30,20,NO,GR goods receipt,2021-11-30,20,NO,NO,20,2021-11-30,1000,4400059346.0,B,NO,20,2021,S,WE,ZCON,50686.0
31031011,"1"" SS316 SHORT BENDS SH40",8110,UTL,101,2021-09-21,50,NO,GR goods receipt,2021-09-20,50,NO,NO,50,2021-09-21,3500,4400055462.0,B,NO,50,2021,S,WE,ZCON,53657.0
31031059,"DIFFERENTIAL PRESSURE INDICATOR,MAKE:STY",8110,INSP,101,2021-10-06,10,NO,GR goods receipt,2021-09-30,10,NO,NO,10,2021-10-06,94500,4400057578.0,B,NO,10,2021,S,WE,ZCON,58228.0
31031060,"CLEAN ROOM MONITOR,MAKE:POLMON,MODEL:DPI",8110,INSP,101,2021-07-21,5,NO,GR goods receipt,2021-07-17,5,NO,NO,5,2021-07-21,55688,4400046056.0,B,NO,5,2021,S,WE,ZCON,55607.0
31031149,"MOBIL SHC CIBUS-220,ISO VG 220,NSF CERTI",8110,EQSP,101,2021-12-14,20,L,GR goods receipt,2021-12-13,20,L,L,20,2021-12-14,46000,4400055704.0,B,L,20,2021,S,WE,ZCON,53657.0
31031161,"MATERIAL NO: SP6949, HSN/SAC:84212900 DE",8110,QCCN,101,2022-02-03,2,NO,GR goods receipt,2022-02-02,2,NO,NO,2,2022-02-03,229997,4400062387.0,B,NO,2,2022,S,WE,ZCON,59105.0
31031161,"MATERIAL NO: SP6949, HSN/SAC:84212900 DE",8110,QCCN,101,2021-12-02,2,NO,GR goods receipt,2021-11-29,2,NO,NO,2,2021-12-02,217347,4400058229.0,B,NO,2,2021,S,WE,ZCON,52830.0
31031161,"MATERIAL NO: SP6949, HSN/SAC:84212900 DE",8110,4017,101,2021-07-21,1,NO,GR goods receipt,2021-07-19,1,NO,NO,1,2021-07-21,108674,4400051408.0,B,NO,1,2021,S,WE,ZCON,50686.0
31031192,"DEUTERIUM LAMP, MAKE: AGILENT, PART NO.",8110,INSP,101,2022-03-26,2,NO,GR goods receipt,2022-03-24,2,NO,NO,2,2022-03-26,133083,4400064520.0,B,NO,2,2022,S,WE,ZCON,50920.0
31031192,"DEUTERIUM LAMP, MAKE: AGILENT, PART NO.",8110,INSP,101,2021-08-07,2,NO,GR goods receipt,2021-08-06,2,NO,NO,2,2021-08-07,128186,4400055717.0,B,NO,2,2021,S,WE,ZCON,55331.0
31031255,"TC GASKET PTFE EPDM 2""",8170,CN01,101,2021-10-04,25,NO,GR goods receipt,2021-10-04,25,NO,NO,25,2021-10-04,6650,4400057813.0,B,NO,25,2021,S,WE,ZCON,51156.0
31031340,PREFILTER FLANGE TYPE 1295X305X50MM EU-5,8110,UTL,101,2021-05-31,6,NO,GR goods receipt,2021-05-25,6,NO,NO,6,2021-05-31,17760,4400051257.0,B,NO,6,2021,S,WE,ZCON,55331.0
31031341,PREFILTER FLANGE TYPE 945X305X50MM EU-5,8110,UTL,101,2021-05-31,6,NO,GR goods receipt,2021-05-25,6,NO,NO,6,2021-05-31,8880,4400051257.0,B,NO,6,2021,S,WE,ZCON,55685.0
31031342,PREFILTER FLANGE TYPE1095X305X50MM EU-5,8110,UTL,101,2021-05-31,2,NO,GR goods receipt,2021-05-25,2,NO,NO,2,2021-05-31,5120,4400051257.0,B,NO,2,2021,S,WE,ZCON,55685.0
31031343,PREFILTER FLANGE TYPE 1020X305X50MM EU-5,8110,UTL,101,2021-05-31,8,NO,GR goods receipt,2021-05-25,8,NO,NO,8,2021-05-31,19840,4400051257.0,B,NO,8,2021,S,WE,ZCON,55685.0
31031346,PREFILTER FLANGE TYPE 695X305X50MM EU-5,8110,UTL,101,2021-05-31,6,NO,GR goods receipt,2021-05-25,6,NO,NO,6,2021-05-31,6960,4400051257.0,B,NO,6,2021,S,WE,ZCON,55685.0
31031351,CAPILLARY 100UL LOOP (PART CODE: 01078-8,8110,4017,101,2021-05-26,2,NO,GR goods receipt,2021-05-25,2,NO,NO,2,2021-05-26,19142,4400052554.0,B,NO,2,2021,S,WE,ZCON,55685.0
31031418,"LAMP ASSY, ELX808; CAT NO: 3400508; MAKE",8320,RD01,101,2021-08-03,1,NO,GR goods receipt,2021-07-26,1,NO,NO,1,2021-08-03,22800,4400054892.0,B,NO,1,2021,S,WE,ZCON,55410.0
31031434,ARROW MARKS (SIZE:175 X 90 MM),8110,BOIS,101,2021-11-08,200,NO,GR goods receipt,2021-10-28,200,NO,NO,200,2021-11-08,7482,4400057291.0,B,NO,200,2021,S,WE,ZCON,52036.0
31031434,ARROW MARKS (SIZE:175 X 90 MM),8110,UTL,101,2021-10-16,200,NO,GR goods receipt,2021-10-08,200,NO,NO,200,2021-10-16,4750,4400050437.0,B,NO,200,2021,S,WE,ZCON,52036.0
31031451,"H14 HEPA FILTER W/ PLASTIC FRAME,HANDLE",8110,UTL,101,2021-07-12,24,NO,GR goods receipt,2021-07-06,24,NO,NO,24,2021-07-12,134400,4400052677.0,B,NO,24,2021,S,WE,ZCON,52036.0
31031451,"H14 HEPA FILTER W/ PLASTIC FRAME,HANDLE",8110,UTL,101,2021-05-24,12,NO,GR goods receipt,2021-05-18,12,NO,NO,12,2021-05-24,67200,4400050538.0,B,NO,12,2021,S,WE,ZCON,56352.0
31031483,C102 620634 SOLENOID VALVE MFH-3-1/4 (99,8110,EQSP,101,2022-03-05,20,NO,GR goods receipt,2022-02-28,20,NO,NO,20,2022-03-05,34182,4400062928.0,B,NO,20,2022,S,WE,ZCON,52427.0
31031483,C102 620634 SOLENOID VALVE MFH-3-1/4 (99,8110,UTL,101,2021-12-07,1,NO,GR goods receipt,2021-11-29,1,NO,NO,1,2021-12-07,6210,4400059456.0,B,NO,1,2021,S,WE,ZCON,60023.0
31031483,C102 620634 SOLENOID VALVE MFH-3-1/4 (99,8110,BOIS,101,2021-05-11,10,NO,GR goods receipt,2021-05-05,10,NO,NO,10,2021-05-11,17783,4400052082.0,B,NO,10,2021,S,WE,ZCON,52427.0
31031490,"CABLE GLAND, DC TYPE SIZE: 63MM",8110,ELSP,101,2022-01-05,20,NO,GR goods receipt,2022-01-04,20,NO,NO,20,2022-01-05,22258,4400061279.0,B,NO,20,2022,S,WE,ZCON,52427.0
31031500,GRUB SCREW 5X20,8110,BOIS,101,2022-03-10,10,NO,GR goods receipt,2022-03-05,10,NO,NO,10,2022-03-10,48,4400063762.0,B,NO,10,2022,S,WE,ZCON,52034.0
31031501,SS ALLEN BOLT 4X20MM,8110,EQSP,101,2022-01-28,200,NO,GR goods receipt,2022-01-25,200,NO,NO,200,2022-01-28,800,4400062145.0,B,NO,200,2022,S,WE,ZCON,55685.0
31031501,SS ALLEN BOLT 4X20MM,8110,EQSP,101,2021-10-30,30,NO,GR goods receipt,2021-10-29,30,NO,NO,30,2021-10-30,360,4400058517.0,B,NO,30,2021,S,WE,ZCON,52036.0
31031501,SS ALLEN BOLT 4X20MM,8110,EQSP,101,2021-07-26,200,NO,GR goods receipt,2021-07-26,200,NO,NO,200,2021-07-26,760,4400055102.0,B,NO,200,2021,S,WE,ZCON,52674.0
31031501,SS ALLEN BOLT 4X20MM,8110,EQSP,101,2021-05-03,100,NO,GR goods receipt,2021-04-29,100,NO,NO,100,2021-05-03,400,4400051846.0,B,NO,100,2021,S,WE,ZCON,50674.0
31031649,M SEAL,8110,EQSP,101,2021-04-19,2,KG,GR goods receipt,2021-04-17,2,KG,KG,2,2021-04-19,450,4400051087.0,B,KG,2,2021,S,WE,ZCON,53115.0
31031674,"ENCODER HUB DISK, PART NO : 527130 MAKE",8320,RD01,101,2021-12-20,1,NO,GR goods receipt,2021-12-16,1,NO,NO,1,2021-12-20,12015,4400059275.0,B,NO,1,2021,S,WE,ZCON,56426.0
31031675,"LIMIT SWITCH, MAKE: AVON, TYPE: LSN-112,",8110,ELSP,101,2021-11-20,20,NO,GR goods receipt,2021-11-20,20,NO,NO,20,2021-11-20,45000,4400059156.0,B,NO,20,2021,S,WE,ZCON,56152.0
31031714,P V C DOOR BENDS 110 MM,8110,CCPJ,101,2021-05-31,12,NO,GR goods receipt,2021-05-28,12,NO,NO,12,2021-05-31,2442,4400052672.0,B,NO,12,2021,S,WE,ZCON,56152.0
31031714,P V C DOOR BENDS 110 MM,8110,CCPJ,101,2021-05-31,12,NO,GR goods receipt,2021-05-28,12,NO,NO,12,2021-05-31,1734,4400052672.0,B,NO,12,2021,S,WE,ZCON,58433.0
31031720,P V C COUPLING 110 MM,8110,CCPJ,101,2021-05-31,12,NO,GR goods receipt,2021-05-28,12,NO,NO,12,2021-05-31,1098,4400052672.0,B,NO,12,2021,S,WE,ZCON,52830.0
31031722,P V C BENDS 110 MM 45 DEGREES,8110,CCPJ,101,2021-05-31,12,NO,GR goods receipt,2021-05-28,12,NO,NO,12,2021-05-31,1234,4400052672.0,B,NO,12,2021,S,WE,ZCON,52036.0
31031779,"DC MOTOR FOR LABEL HEAD MAKE : APTUS, MO",8110,INSP,101,2021-06-18,2,NO,GR goods receipt,2021-05-11,2,NO,NO,2,2021-06-18,34299,4400051751.0,B,NO,2,2021,S,WE,ZCON,52036.0
31031784,SYMBDTH01. ST SYMBIO DRAIN TRAY LFH 2(HS,8110,QCCN,101,2021-08-06,2,NO,GR goods receipt,2021-08-03,2,NO,NO,2,2021-08-06,114254,4400054859.0,B,NO,2,2021,S,WE,ZCON,52036.0
31031823,"VR4.1, VR62,VR62.1, PART NO:CJ080010 CHE",8110,EQSP,101,2021-09-25,2,NO,GR goods receipt,2021-09-10,2,NO,NO,2,2021-09-25,2223,4700003908.0,B,NO,2,2021,S,WE,ZCON,52036.0
31031825,"VP3,VP4, VP8, VP74.1 PART NO:KK000305, K",8110,EQSP,101,2021-09-25,2,NO,GR goods receipt,2021-09-10,2,NO,NO,2,2021-09-25,12309,4700003908.0,B,NO,2,2021,S,WE,ZCON,53301.0
31031826,"VP1,VP155,VP23,VP27.1,VP61, VP7, VPZ, PA",8110,EQSP,101,2021-09-25,2,NO,GR goods receipt,2021-09-10,2,NO,NO,2,2021-09-25,6536,4700003908.0,B,NO,2,2021,S,WE,ZCON,56152.0
31031844,PVC CURTAINS,8110,BOIS,101,2022-03-31,1,NO,GR goods receipt,2022-03-30,1,NO,NO,1,2022-03-31,7500,4400064464.0,B,NO,1,2022,S,WE,ZCON,56152.0
31031847,"INLET VALVE ASSEMBLY,MAKE:IR.MODEL:8X7",8110,BOIS,101,2021-05-03,4,NO,GR goods receipt,2021-04-30,4,NO,NO,4,2021-05-03,32220,4400051090.0,B,NO,4,2021,S,WE,ZCON,56152.0
31031953,"HEPATITIS A VACCINE (INACTIVATED, NONADS",8110,RDCN,101,2021-04-29,3,PAC,GR goods receipt,2021-04-27,3,PAC,PAC,3,2021-04-29,36975,4400048330.0,B,PAC,3,2021,S,WE,ZCON,60023.0
31031953,"HEPATITIS A VACCINE (INACTIVATED, NONADS",8110,RDCN,101,2021-04-14,2,PAC,GR goods receipt,2021-04-12,2,PAC,PAC,2,2021-04-14,24650,4400048330.0,B,PAC,2,2021,S,WE,ZCON,60023.0
31031960,SINTEX TANK 2KL DOUBLE LAYER,8110,CCPJ,101,2021-10-06,1,NO,GR goods receipt,2021-10-05,1,NO,NO,1,2021-10-06,17214,4400058287.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032070,"WFI VENT FILTER 0.2 MICRON ,10INCH ,MAKE",8110,UTL,101,2021-07-01,6,NO,GR goods receipt,2021-06-29,6,NO,NO,6,2021-07-01,219341,4400049837.0,B,NO,6,2021,S,WE,ZCON,52844.0
31032070,"WFI VENT FILTER 0.2 MICRON ,10INCH ,MAKE",8170,EN01,101,2022-02-10,4,NO,GR goods receipt,2022-02-02,4,NO,NO,4,2022-02-10,152077,4400062341.0,B,NO,4,2022,S,WE,ZCON,52495.0
31032085,SINGLE ARM FOR STREET LIGHT POLE,8110,ELSP,101,2021-11-20,12,NO,GR goods receipt,2021-11-20,12,NO,NO,12,2021-11-20,117600,4400058909.0,B,NO,12,2021,S,WE,ZCON,56152.0
31032091,"COMPRESSOR, MAKE:EMERSON,MODEL: CR72KQM,",8110,HVAC,101,2022-01-01,1,NO,GR goods receipt,2021-12-30,1,NO,NO,1,2022-01-01,29000,4400060634.0,B,NO,1,2022,S,WE,ZCON,56152.0
31032091,"COMPRESSOR, MAKE:EMERSON,MODEL: CR72KQM,",8110,HVAC,101,2021-11-02,2,NO,GR goods receipt,2021-11-02,2,NO,NO,2,2021-11-02,57000,4400058643.0,B,NO,2,2021,S,WE,ZCON,52844.0
31032091,"COMPRESSOR, MAKE:EMERSON,MODEL: CR72KQM,",8110,HVAC,101,2021-09-21,1,NO,GR goods receipt,2021-09-21,1,NO,NO,1,2021-09-21,24500,4400055890.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032091,"COMPRESSOR, MAKE:EMERSON,MODEL: CR72KQM,",8110,HVAC,101,2021-08-14,1,NO,GR goods receipt,2021-08-13,1,NO,NO,1,2021-08-14,24500,4400055890.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032091,"COMPRESSOR, MAKE:EMERSON,MODEL: CR72KQM,",8110,HVAC,101,2021-04-07,1,NO,GR goods receipt,2021-04-06,1,NO,NO,1,2021-04-07,24500,4400050616.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032150,V BELT B-69,8110,UTL,101,2022-01-25,7,NO,GR goods receipt,2022-01-25,7,NO,NO,7,2022-01-25,2268,4400062144.0,B,NO,7,2022,S,WE,ZCON,52844.0
31032160,RJ 45 CRIMPING TOOL,8110,INSP,101,2021-06-21,1,NO,GR goods receipt,2021-06-11,1,NO,NO,1,2021-06-21,1385,4400052759.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032160,RJ 45 CRIMPING TOOL,8110,INSP,101,2021-04-24,2,NO,GR goods receipt,2021-04-23,2,NO,NO,2,2021-04-24,2770,4400051041.0,B,NO,2,2021,S,WE,ZCON,52844.0
31032166,POWDER COATED GALVANIZE SHEET 1MTRX6.5MT,8110,BOIS,101,2021-05-22,38.58,M2,GR goods receipt,2021-05-19,38.58,M2,M2,38.58,2021-05-22,16204,4400052265.0,B,M2,38.58,2021,S,WE,ZCON,52844.0
31032182,"CONDUCTIVITY SENSOR,MAKE:E & H,PART NO:C",8110,INSP,101,2021-09-24,1,NO,GR goods receipt,2021-09-21,1,NO,NO,1,2021-09-24,115125,4400055795.0,B,NO,1,2021,S,WE,ZCON,52844.0
31032197,"TUNGSTEN LAMP (HALOZEN LAMP) FOR UV1601,",8110,QCCN,101,2021-09-23,4,NO,GR goods receipt,2021-09-20,4,NO,NO,4,2021-09-23,22338,4400056112.0,B,NO,4,2021,S,WE,ZCON,50908.0
31032228,ASAP PM KIT THERMO:75000,8110,QCCN,101,2022-03-12,1,NO,GR goods receipt,2022-03-10,1,NO,NO,1,2022-03-12,87288,4400063476.0,B,NO,1,2022,S,WE,ZCON,52486.0
31032228,ASAP PM KIT THERMO:75000,8110,QCCN,101,2022-03-12,1,NO,GR goods receipt,2022-03-09,1,NO,NO,1,2022-03-12,87288,4400063973.0,B,NO,1,2022,S,WE,ZCON,50908.0
31032267,TEMPERATURE CONTROLLER MAKE : RADIX SUPP,8170,EN01,101,2022-01-27,3,NO,GR goods receipt,2022-01-20,3,NO,NO,3,2022-01-27,15917,4400061542.0,B,NO,3,2022,S,WE,ZCON,52495.0
31032278,FILTER BOX TYPE 588X388X20MM EU 4/G4 10µ,8110,UTL,101,2021-05-04,50,NO,GR goods receipt,2021-04-26,50,NO,NO,50,2021-05-04,34000,4400049671.0,B,NO,50,2021,S,WE,ZCON,56152.0
31032311,6 MODULE METAL BOX WITH COVER,8110,ELSP,101,2021-12-31,25,NO,GR goods receipt,2021-12-30,25,NO,NO,25,2021-12-31,4650,4400061119.0,B,NO,25,2021,S,WE,ZCON,56152.0
31032311,6 MODULE METAL BOX WITH COVER,8110,ELSP,101,2021-12-30,50,NO,GR goods receipt,2021-12-29,50,NO,NO,50,2021-12-30,9300,4400061119.0,B,NO,50,2021,S,WE,ZCON,60023.0
31032328,35 SQMM SINGLE CORE MULTI STAND COPPER F,8110,ELSP,101,2021-11-13,500,M,GR goods receipt,2021-11-11,500,M,M,500,2021-11-13,162500,4400059157.0,B,M,500,2021,S,WE,ZCON,56152.0
31032332,DOUBLE ADHESIVE TAPE 3 M,8110,SHEE,101,2022-03-07,10,NO,GR goods receipt,2022-03-05,10,NO,NO,10,2022-03-07,5653,4400063977.0,B,NO,10,2022,S,WE,ZCON,50908.0
31032332,DOUBLE ADHESIVE TAPE 3 M,8110,EQSP,101,2021-12-29,10,NO,GR goods receipt,2021-12-24,10,NO,NO,10,2021-12-29,2518,4400060036.0,B,NO,10,2021,S,WE,ZCON,50908.0
31032332,DOUBLE ADHESIVE TAPE 3 M,8110,EQSP,101,2021-11-22,6,NO,GR goods receipt,2021-11-21,6,NO,NO,6,2021-11-22,1368,4400056664.0,B,NO,6,2021,S,WE,ZCON,60023.0
31032332,DOUBLE ADHESIVE TAPE 3 M,8110,EQSP,101,2021-08-04,2,NO,GR goods receipt,2021-08-04,2,NO,NO,2,2021-08-04,456,4400054338.0,B,NO,2,2021,S,WE,ZCON,60023.0
31032337,"ALFA UV LAMP ,MODEL NO-370419303 , API 3",8110,UTL,101,2021-05-25,6,NO,GR goods receipt,2021-05-21,6,NO,NO,6,2021-05-25,28800,4400048064.0,B,NO,6,2021,S,WE,ZCON,50908.0
31032338,"ALFA UV LAMP ,MODEL NO-370419235 , HF1-T",8110,INSP,101,2021-06-19,1,NO,GR goods receipt,2021-06-14,1,NO,NO,1,2021-06-19,19800,4400051883.0,B,NO,1,2021,S,WE,ZCON,50908.0
31032338,"ALFA UV LAMP ,MODEL NO-370419235 , HF1-T",8110,UTL,101,2021-05-25,8,NO,GR goods receipt,2021-05-21,8,NO,NO,8,2021-05-25,158400,4400048064.0,B,NO,8,2021,S,WE,ZCON,56152.0
31032369,BORER:503105:DECONEX CIP PROTECT ITEM CO,8110,EQSP,101,2021-09-23,30,KG,GR goods receipt,2021-09-07,30,KG,KG,30,2021-09-23,104058,4400046272.0,B,KG,30,2021,S,WE,ZCON,52844.0
